Question_ID,Question,KC,label
551,"Question: Emily collected eggs from the hen and put them into 303 baskets. She put 28 eggs into each basket. How many eggs did Emily collect?
Solution: 8484 (eggs)
Steps: 303*28=8484",5.NBT.B.5,32
1845,"Question: Frank had $16. After buying some new toys he had $8 left. How much did he spend on toys?
Solution: 8 (dollars)
Steps: 16-8=8",1.OA.A.1,1
1125,"Question: Two numbers are in the ratio 3:8. Their sum is 44. What is the difference between the two numbers?
Solution: 20
Steps: 32-12=20",2.OA.A.1,9
1125,"Question: Two numbers are in the ratio 3:8. Their sum is 44. What is the difference between the two numbers?
Solution: 20
Steps: 32-12=20",6.RP.A.3,40
833,"Question: The weight of 5 diamonds is 100 g. The total weight of 4 diamonds and 2 jades is 140 g. How much heavier is a jade than a diamond?
Solution: 10 (g)
Steps: ((140-(100/5)*4)/2)-(100/5)=10",3.OA.A.3,18
833,"Question: The weight of 5 diamonds is 100 g. The total weight of 4 diamonds and 2 jades is 140 g. How much heavier is a jade than a diamond?
Solution: 10 (g)
Steps: ((140-(100/5)*4)/2)-(100/5)=10",2.NBT.B.7,8
827,"Question: Harry's magic wand is 34 cm long. Hermione's magic wand is 3 cm shorter than Harry's. Who has the longer magic wand?
Solution: Harry
Steps: 34 cm(Harry) > 34-3=31 cm(Hermione)",1.NBT.B.3,0
827,"Question: Harry's magic wand is 34 cm long. Hermione's magic wand is 3 cm shorter than Harry's. Who has the longer magic wand?
Solution: Harry
Steps: 34 cm(Harry) > 34-3=31 cm(Hermione)",2.OA.A.1,9
1752,"Question: Vanessa bought twelve old CDs at a garage sale. If seven of the CDs were scratched up, how many good CDs did she buy?
Solution: 5 (good CDs)
Steps: 12-7=5",1.OA.A.1,1
1185,"Question: While sorting some beads, Jenna put 74 beads in the first jar, 83 beads in the second jar, 92 beads in the third jar, and 101 beads in the fourth jar. If this pattern continues, how many beads will Jenna put in the fifth jar?
Solution: 110 (beads)
Steps: 74, 83, 92, 101, 110",3.OA.D.9,20
1437,"Question: Ronnie travels 300 km to her home partly by train and partly by bus. She takes 4 hours if she travels 60 km by train and the remaining by bus. If she travels 100 km by train and the remaining by bus, she takes 10 minutes longer. Find the speed of the train and bus separately.
Solution: 60 (km/hour); 80 (km/hour)
Steps: x:Speed of train; y:Speed of bus; 60/x+240/y=4; 100/x+200/y=25/6",8.EE.C.8,47
944,"Question: Jake has 36 comic books. His brother has 15 more comic books than Jake. How many comic books do they have altogether?
Solution: 87 (comic books)
Steps: 36+(36+15)=87",2.OA.A.1,9
1835,"Question: A pet store had 4 snakes. They had the snakes in cages with 2 snakes in each cage. How many cages did the pet store have?
Solution: 2 (cages)
Steps: 4/2=2",3.OA.A.3,18
453,"Question: Determined to have fun, they travelled to the next amusement park, HappyLand. If they cover a distance of 328 feet for every minute of travel and they travelled for 9 minutes, how far is HappyLand from SFL?
Solution: 2952 (feet)
Steps: 328*9=2952",4.NBT.B.5,25
389,"Question: At the back of the zoo is a mountain where the birds can roam free in a natural habitat. The children saw 6 types of eagles living on each section of the mountain. If the mountain has 3 sections, how many types of eagles did the children see in total?
Solution: 18 (types of eagles)
Steps: 6*3=18",3.OA.A.3,18
2210,"Question: Haley's favorite band was holding a concert where tickets were four dollars each. Haley bought three tickets for herself and her friends and five extra tickets in case anyone else wanted to go. How much did she spend?
Solution: 32 (dollars)
Steps: (3+5)*4=32",3.OA.D.8,19
952,"Question: Sean is playing Monopoly with his friends. He already has 27 houses. Sean traded in 8 houses for money to buy Park Place. He collected so much rent that he decided to buy 12 more houses. How many houses did Sean have then?
Solution: 31 (houses)
Steps: 27-8+12=31",2.OA.A.1,9
867,"Question: Magellan has decided to make party baskets for the fund raiser. Balloons are sold in bags of 20, party horns are sold in bags of 10, and there are 8 candy bars in a package. How many of each should he buy so there are an equal number of balloons, horns and candy bars in each basket?
Solution: 40 (bags)
Steps: LCM[20,10,8]=40",6.NS.B.4,38
655,"Question: For breakfast, Colton bought a muffin for $1.80 and a cup of coffee for $1.40. For lunch, Colton had soup, a salad, and lemonade. The soup cost $2.75, the salad cost $6.70, and the lemonade cost $1.70. How much more money did Colton spend on lunch than on breakfast?
Solution: 7.95 (dollars)
Steps: 1.80+1.40=3.2; 2.75+6.70+1.70=11.15; 11.15-3.2=7.95",4.MD.A.2,21
1231,"Question: Martha's Blossoms sells roses in groups of 9. Across town, Rachel's Blooms sells roses in groups of 19. If a customer wants to buy the same number of roses from both vendors, what is the smallest number of roses the customer will have to buy from each vendor?
Solution: 171 (roses)
Steps: LCM[9,19]=171",6.NS.B.4,38
158,"Question: Mrs. Hilt bought carnival tickets. The tickets cost $1 for 4 tickets. If Mrs. Hilt bought 12 tickets, how much did she pay?
Solution: 3 (dollars)
Steps: 12/4=3",3.OA.A.3,18
1587,"Question: Debby had 873 quarters. If it costs 3 quarters for each coke from a coke machine, how many could she buy?
Solution: 291 (quarters)
Steps: 873/3=291",4.NBT.B.6,26
1086,"Question: Kira has $1.20 in quarters and dimes. She has minimized coins altogether. How many coins does she have?
Solution: 6 (coins)
Steps: 1.2 (dollar) * 100 (cent/dollar)/25 (cent/quarter)=4 r20; 20 (cent)/10 (cent/dime)=2 r0; 4+2=6 (coin)",5.NBT.B.6,33
1086,"Question: Kira has $1.20 in quarters and dimes. She has minimized coins altogether. How many coins does she have?
Solution: 6 (coins)
Steps: 1.2 (dollar) * 100 (cent/dollar)/25 (cent/quarter)=4 r20; 20 (cent)/10 (cent/dime)=2 r0; 4+2=6 (coin)",K.OA.A.2,49
1089,"Question: A worker at a medical lab is studying blood samples. The first sample contained 1,410 blood cells. The second one contained 6,908 more than the first. About how many blood cells were in the second sample?
Solution: 8318 (blood cells)
Steps: 1410+6908=8318",4.NBT.B.4,24
2252,"Question: At lunch a waiter had 10 customers and 5 of them didn't leave a tip. If he got $3 each from the ones who did tip, how much money did he earn?
Solution: 15 (dollars)
Steps: (10-5)*3=15",3.OA.D.8,19
2235,"Question: Paige had one hundred ten homework problems. She finished forty-seven of them but still had seven pages of problems to do. If each page has the same number of problems on it, how many problems are on each page?
Solution: 9 (problems)
Steps: (110-47)/7=9",3.OA.D.8,19
219,"Question: The rest of the kids around town got 13 more eggs around the club house, 9 eggs around the park and 8 eggs in the town hall garden. If we add all the eggs that they got, how many eggs would that be?
Solution: 30 (eggs)
Steps: 13+8+9=30",2.OA.A.1,9
1316,"Question: If a number is subtracted from 32, the digits of 32 are interchanged. Find the number.
Solution: 55
Steps: x:The number; x-32=23",6.EE.B.6,35
1763,"Question: A delivery driver had to make three more stops on his route. At each stop he had to drop off nine boxes. How many boxes does he have?
Solution: 27 (boxes)
Steps: 3*9=27",3.OA.A.3,18
876,"Question: A number machine changes the value of the numbers placed inside it. My number machine will add 15 to a number and then subtract 6 from the sum. If I put in the number 68, what number will come out of the machine?
Solution: 77
Steps: 68+15-6=77",2.OA.A.1,9
261,"Question: Christmas is near. Mr. Anderson, president of Nice People Inc. organized a charity event to share happiness to the less fortunate people. The first thing that he did is to visit an orphanage. There he dressed up as Santa and gave toys to the children. If he gave 134 toy cars to the boys and 269 dolls to the girls, how many toys did he give to all?
Solution: 403 (toys)
Steps: 134+269=403",2.NBT.B.7,8
1401,"Question: In an isosceles triangle, the base angles are equal. The vertex angle is twice either base angle. What are the angles of the triangle?
Solution: 45 (degrees); 45 (degrees); 90 (degrees)
Steps: 2x+x+x=180",6.EE.B.6,35
52,"Question: Shelby's teacher gives out gold stars for great math work. Yesterday, Shelby earned 4 gold stars. Today, she earned 3 more. How many gold stars did Shelby earn in all?
Solution: 7 (gold stars)
Steps: 4+3=7",K.OA.A.2,49
1729,"Question: Paul was packing up his old toys. He managed to squeeze eight toys into a box. If Paul filled up four boxes, how many toys did he pack total?
Solution: 32 (toys)
Steps: 8*4=32",3.OA.A.3,18
560,"Question: Beth has 4 packs of crayons. Each pack has 10 crayons in it. She also has 6 extra crayons. How many crayons does Beth have altogether?
Solution: 46 (crayons)
Steps: (4*10)+6=46",3.OA.D.8,19
1429,"Question: A sailor goes 8 km downstream in 40 minutes and comes back in 1 hour. Determine the speed of the sailor in still water and the speed of current.
Solution: 10 (km/hour); 2 (km/hour)
Steps: x:Speed of sailor in still water; y:Speed of current; 8/(x+y)=40/60; 8/(x-y)=1",8.EE.C.8,47
1582,"Question: Edward had 763 baseball cards in 7 binders. If each binder has the same number of cards, how many cards are in each binder?
Solution: 109 (cards)
Steps: 763/7=109",4.NBT.B.6,26
1861,"Question: Paige had eleven pencils. After using some she had four left. How many did she use?
Solution: 7 (pencils)
Steps: 11-4=7",1.OA.A.1,1
935,"Question: Tripp and Charlotte are going on a 36 mile hike. Tripp's backpack weighs 25 pounds. Charlotte's back pack weighs 7 pounds less. They hiked 9 miles the first day. How many miles do they have left?
Solution: 27 (miles)
Steps: 36-9=27",2.OA.A.1,9
1395,"Question: Vidya's mother's age is 5 years more than the three times of Vidya's present age. Find Vidya's present age, if her mother is 44 years old.
Solution: 13 (years old)
Steps: x:Vidya's present age; 3*x+5=44",6.EE.B.6,35
1565,"Question: The roller coaster at the state fair costs six tickets per ride. If you had eight hundred sixty-eight tickets, how many tickets would you have left if you rode it as many times as you could?
Solution: 4 (tickets)
Steps: 868/6=144 r4",4.NBT.B.6,26
1777,"Question: Katie had 9 math problems for homework. If she finished 5 of them on the bus ride home, how many more did she have to do?
Solution: 4 (math problems)
Steps: 9-5=4",K.OA.A.2,49
1042,"Question: Ted and Fred measured their height. Their total height is 98 inches. Ted is 39 inches tall. How tall is Fred?
Solution: 59 (inches)
Steps: 98-39=59",2.OA.A.1,9
1669,"Question: A student finished 45 of her homework problems in class. If the ratio of problems she finished to problems she still had left was 9:4, how many homework problems did she have total?
Solution: 65 (homework problems)
Steps: 9:13=45:65",6.RP.A.3,40
1182,"Question: While organizing the magazines at the doctor's office, Blanca put 3 magazines in the first pile, 4 magazines in the second pile, 6 magazines in the third pile, and 9 magazines in the fourth pile. If this pattern continues, how many magazines will Blanca put in the fifth pile?
Solution: 13 (magazines)
Steps: 3, 4, 6, 9, 13",4.OA.C.5,31
1100,"Question: Payton leaves to go on an 85 minute bike ride at 3:27 p.m. Payton's family eats dinner at 5:45 p.m. How much time will Payton have between finishing her bike ride and eating dinner?
Solution: 53 (minutes)
Steps: 3*60 (min/hour) + 27 (min) = 207 (min); 207 (min) + 85 (min) = 292 (min); (5*60 (min/hour) + 45 (min)) - 292 (min) = 53 (min)",4.MD.A.2,21
1852,"Question: A baker sold twelve cakes. Now he has three cakes. How many cakes did the baker have to start with?
Solution: 15 (cakes)
Steps: 12+3=15",1.OA.A.1,1
2092,"Question: Jessica wants of make a garland out of 8 roses, 12 daisies and 48 marigolds. How many arrangements can she make with those flowers so that, there is no flower left.
Solution: 4 (arrangements)
Steps: GCD(8,12,48)=4",6.NS.B.4,38
454,"Question: When they arrived at HappyLand, they immediately went in and bought their tickets. If each ticket cost $17.00 and they bought 8 tickets, how much did they spend on tickets?
Solution: 136 (dollars)
Steps: 17*8=136",4.NBT.B.5,25
1973,"Question: A chef was making soups. She made 2 bowls of chicken soup, 2 bowls of mushroom soup and 7 bowls of tomato soup. How many bowls of soup did she make total?
Solution: 11 (bowls of soup)
Steps: 2+2+7=11",1.OA.A.2,2
235,"Question: On the day of the awarding ceremony, Robyn and Lucy decided to sell more cookies during the morning to make sure they get the badge. Lucy sold 19 packs and Robyn sold 16. How many packs did they sell on their last day?
Solution: 35 (packs)
Steps: 19+16=35",2.OA.A.1,9
821,"Question: There are 315 cups of puddings to be distributed to 218 students. If each of them wants an equal number of pudding cups, at least how many more pudding cups are needed?
Solution: 121 (pudding cups)
Steps: 315/218=1 r97; 218-97=121",6.NS.B.2,37
821,"Question: There are 315 cups of puddings to be distributed to 218 students. If each of them wants an equal number of pudding cups, at least how many more pudding cups are needed?
Solution: 121 (pudding cups)
Steps: 315/218=1 r97; 218-97=121",2.NBT.B.7,8
481,"Question: One bright sunny day, Betty decided to make bracelets from beautiful stones she bought from a local store. She bought 88 pink flower stones and wanted to make 8 bracelets out of these stones. How many pink flower stones will each bracelet have if she used the same number of stones in each bracelet?
Solution: 11 (pink flower stones)
Steps: 88/8=11",3.OA.A.3,18
1493,"Question: Bridget needs to make rectangular cards measuring 2 inches by 3 inches. She will cut them from a square sheet of poster board measuring 1 foot on each side. What is the greatest number of cards that Bridget can make?
Solution: 24 (cards)
Steps: ((1 (feet)*12(inch/feet))*(1 (feet)*12(inch/feet)))/(3 (inch)*2 (inch)) = 24",4.MD.A.2,21
538,"Question: Each day you put a bag of garbage that weighs 55 pounds in the dumpster. How many pounds of garbage will you put in the dumpster in 4 weeks?
Solution: 1540 (pounds of garbage)
Steps: (4*7)*55=1540",5.NBT.B.5,32
2220,"Question: Kaleb was collecting cans for recycling. On Saturday he filled five bags up and on Sunday he filled five more bags. If each bag had four cans in it, how many cans did he pick up total?
Solution: 40 (cans)
Steps: (5+5)*4=40",3.OA.D.8,19
447,"Question: They entered the circus tent and saw that there are four seating sections for the audience. If each section can accommodate 246 people, how many people can the tent accommodate in total?
Solution: 984 (people)
Steps: 4*246=984",4.NBT.B.5,25
775,"Question: Mrs. Smith gave 53 strawberries to 8 girls equally. How many strawberries were left?
Solution: 5 (strawberries)
Steps: 53/8=6 r5",4.NBT.B.6,26
670,"Question: It takes 3 eggs to make a cake. How many cakes can you make with 37 eggs?
Solution: 12 (cakes)
Steps: 37/3=12 r1",4.NBT.B.6,26
1118,"Question: Students at Memorial School voted for their favorite snack. For every 5 students that voted for candy, 2 students voted for popcorn. There were a total of 45 votes for candy. How many fewer students voted for popcorn than candy?
Solution: 27 (students)
Steps: 45-18=27",2.OA.A.1,9
1118,"Question: Students at Memorial School voted for their favorite snack. For every 5 students that voted for candy, 2 students voted for popcorn. There were a total of 45 votes for candy. How many fewer students voted for popcorn than candy?
Solution: 27 (students)
Steps: 45-18=27",6.RP.A.3,40
688,"Question: At a Halloween store, there are 3 green capes, 2 blue capes, and 3 red capes. If 6 capes are bought, how many capes are left?
Solution: 2 (capes)
Steps: 3+2+3-6=2",K.OA.A.2,49
1428,"Question: Tara can row downstream 20 km in 2 hours, and upstream 4 km in 2 hours. Find her speed of rowing in still water and the speed of the current.
Solution: 6 (km/hour); 4 (km/hour)
Steps: x:Speed of rowing in still water; y:Speed of current; 20/(x+y)=2; 4/(x-y)=2",8.EE.C.8,47
1970,"Question: On a table there were 2 green apples, 3 red apples and 14 yellow apples. How many apples were on the table?
Solution: 19 (apples)
Steps: 2+3+14=19",1.OA.A.2,2
92,"Question: Daniel had some noodles. He gave 12 noodles to William. Now Daniel only has 54 noodles. How many noodles did Daniel have to begin with?
Solution: 66 (noodles)
Steps: 54+12=66",2.OA.A.1,9
1983,"Question: Amy was doing a classroom survey. She asked the girls in the class how many siblings they had and recorded the results: 1, 6, 10, 4, 3, 3, 11, 3 and 10. What is the mean of the results?
Solution: 5.7 (siblings)
Steps: (1+6+10+4+3+3+11+3+10)/9=5.7",6.SP.B.5,41
1635,"Question: An island in the Atlantic Ocean was 2 miles wide and 6 miles long. What is the area of the island?
Solution: 12 (square miles)
Steps: 2*6=12",4.MD.A.3,22
1810,"Question: Bianca was practicing for a marathon. To prepare she ran 8 miles the first day and 4 miles the next day. How many miles did Bianca run altogether?
Solution: 12 (miles)
Steps: 8+4=12",1.OA.A.1,1
486,"Question: On the first Saturday of spring, Jane woke up early to enjoy the whole day and help with chores at home. Jane had been saving large empty cans to serve as pots for sunflowers. If she has 54 sunflower seeds and there are 9 cans, how many seeds will be placed in each can if she places an equal number of seeds in each can?
Solution: 6 (seeds)
Steps: 54/9=6",3.OA.A.3,18
295,"Question: Her last stop was the post office. There she sent her rock collection to the Geological Museum in London. She was left with her 15 favorite stones after sending away a part of her collection. If she originally has 78 stones in her collection, how many did she send away?
Solution: 63 (stones)
Steps: 78-15=63",2.OA.A.1,9
1426,"Question: The sum of the digits of a two digit number is 8 and the difference between the number and that formed by reversing the digits is 18. Find the number.
Solution: 53
Steps: x:The number of the tens digital; y:The number of the units digital; x+y=8; (10x+y)-(10y+x)=18",8.EE.C.8,47
1453,"Question: In a 2-digit number, the tens digit is 4 times the units digit. When the digits are reversed, the new number formed is 54 less than the original number. Find the original number.
Solution: 82
Steps: x:The units digit; ((4x*10)+(x*1))-((x*10)+(4x*1))=54; (2*4)*10+2=82",6.EE.B.6,35
1453,"Question: In a 2-digit number, the tens digit is 4 times the units digit. When the digits are reversed, the new number formed is 54 less than the original number. Find the original number.
Solution: 82
Steps: x:The units digit; ((4x*10)+(x*1))-((x*10)+(4x*1))=54; (2*4)*10+2=82",3.OA.A.3,18
1453,"Question: In a 2-digit number, the tens digit is 4 times the units digit. When the digits are reversed, the new number formed is 54 less than the original number. Find the original number.
Solution: 82
Steps: x:The units digit; ((4x*10)+(x*1))-((x*10)+(4x*1))=54; (2*4)*10+2=82",2.OA.A.1,9
1172,"Question: Jared is reviewing his cell phone bill. When he gets to the text message part, he notices that he sent 1 text message in November, 2 text messages in December, 4 text messages in January, and 8 text messages in February. If this pattern continues, how many text messages will Jared send in March?
Solution: 16 (text messages)
Steps: 2, 4, 8, 16",4.OA.C.5,31
2279,"Question: There are 25 pencils in Frances's pencil collection. If the pencils are organized into 5 groups, how big is each group?
Solution: 5 (pencils)
Steps: 25/5=5",3.OA.A.3,18
634,"Question: Mrs. Hilt has a picture frame that is 12 inches high and 10 inches long. What is the perimeter of that picture frame?
Solution: 44 (inches)
Steps: (12+10)+(12+10)=44",3.MD.D.8,12
156,"Question: Mrs. Hilt had 43 cents. She bought a pencil for 20 cents and a piece of candy for 5 cents. How much money did she have left?
Solution: 18 (cents)
Steps: 43-20-5=18",2.OA.A.1,9
458,"Question: One of his favorites is a book called Encyclopedia of Life and Everything Else. The book has 7 large chapters, each having 566 pages. How many pages does the encyclopedia have in total?
Solution: 3962 (pages)
Steps: 7*566=3962",4.NBT.B.5,25
433,"Question: Bryan took a look at his books as well. If he has 56 books in each of his 9 bookshelves, how many books does he have in total?
Solution: 504 (books)
Steps: 56*9=504",4.NBT.B.5,25
1945,"Question: A pet store had eighty-five gerbils. If they sold sixty-nine of them, how many would they have left?
Solution: 16 (gerbils)
Steps: 85-69=16",2.OA.A.1,9
474,"Question: Aside from drawing animals, Shiela is fond of painting flowers. If she has 18 paintings of flowers, how many paintings can she give to each of her two grandmothers?
Solution: 9 (paintings)
Steps: 18/2=9",3.OA.A.3,18
1717,"Question: If you have 2 quarters, 1 dime and 3 pennies, how much money do you have?
Solution: 0.63 (dollars)
Steps: (2 (quarter)*25 (cent/quarter) + 1 (dime)*10 (cent/dime) + 3 (penny)*1 (cent/penny))/100 (cent/dollar)= 0.63 (dollar)",4.MD.A.2,21
2008,"Question: There were 17 girls and 32 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut?
Solution: 39 (students)
Steps: (17+32)-10=39",2.OA.A.1,9
163,"Question: Zach scored 42 points in the football game. Ben scored 21 points. How many more points did Zach score?
Solution: 21 (points)
Steps: 42-21=21",2.OA.A.1,9
1572,"Question: A store owner had two employees and bought nine hundred twenty-seven uniforms for them. If he wanted to give each employee the same number of uniforms, how many more should he buy so he doesn't have any extra?
Solution: 1 (uniform)
Steps: 927/2=463 r1",4.NBT.B.6,26
1619,"Question: A piece of plywood was cut so its length was 6 feet by 5 feet. What is the perimeter of the wood?
Solution: 22 (feet)
Steps: (6+5)*2=22",3.MD.D.8,12
62,"Question: Linda has 34 candies. Chloe has 28. How many candies do they have in all?
Solution: 62 (candies)
Steps: 34+28=62",2.OA.A.1,9
1687,"Question: A pet store sold 12 siamese cats. If the ratio of siamese cats to house cats sold was 2:1, what is the combined amount of cats sold?
Solution: 18 (cats)
Steps: 2:3=12:18",6.RP.A.3,40
753,"Question: A car dealer sold 14 cars on the first day, 16 cars on the second day, and 27 cars on the third day. How many cars did the car dealer sell on the 3 days?
Solution: 57 (cars)
Steps: 14+16+27=57",2.OA.A.1,9
515,"Question: Lex read another book with 240 pages. If he read the same number of pages for 12 days, how many pages did he read every day?
Solution: 20 (pages)
Steps: 240/12=20",5.NBT.B.6,33
1394,"Question: A man is thrice as old as his son. After 12 years, he will be twice as old as his son. Find their present ages.
Solution: 36 (years old); 12 (years old)
Steps: x:The present age of the man; y:The present age of the man's son; x=3*y; x+12=(y+12)*2",8.EE.C.8,47
217,"Question: Joe, one of the best Easter egg hunters, found 12 eggs around the club house, 5 eggs around the park and 3 eggs in the town hall garden. How many eggs did Joe find?
Solution: 20 (eggs)
Steps: 12+5+3=20",1.OA.A.2,2
1003,"Question: Amelia works at the candy store. She has to sell 90 Jet Bars each week. She sold 45 on Monday. She sold 16 fewer Jet Bars on Tuesday. How many more Jet Bars does Ameila have to sell?
Solution: 16 (Jet Bars)
Steps: (90-45)-(45-16)=16",2.NBT.B.5,6
1241,"Question: Luke had 9 pieces of candy. If he wants to split the candy into 2 bags with the same amount of candy in each bag, how many more pieces would he need to make sure each bag had the same amount?
Solution: 1 (piece)
Steps: 9/2=4 r1; 2-1=1",4.NBT.B.6,26
1241,"Question: Luke had 9 pieces of candy. If he wants to split the candy into 2 bags with the same amount of candy in each bag, how many more pieces would he need to make sure each bag had the same amount?
Solution: 1 (piece)
Steps: 9/2=4 r1; 2-1=1",K.OA.A.2,49
857,"Question: Hamilton school maintains library with 81 English books and 90 Math books. Find the ratio of number of English books to the number of Math books.
Solution: 09:10:00
Steps: 81:90=9:10",6.RP.A.1,39
1140,"Question: 22 students are going on a field trip and 18 students are staying at school. What is the ratio of the number of students who are going on the field trip to the number of students who are staying at school?
Solution: 11:09:00
Steps: 22:18=11:9",6.RP.A.1,39
1682,"Question: A recipe called for the ratio of sugar to flour to be 10:1. If you used 50 ounce of sugar, how many ounces of flour would you need to use?
Solution: 5 (ounces of flour)
Steps: 10:1=50:5",6.RP.A.3,40
297,"Question: Using $85.00 left buying fruits, she decided to buy some cookies. If she spent $16.00 on cookies, how much money was left with her?
Solution: 69 (dollars)
Steps: 85-16=69",2.OA.A.1,9
169,"Question: Kate has 223 pennies. John has 388 pennies. How many more pennies does John have?
Solution: 165 (pennies)
Steps: 388-223=165",2.NBT.B.7,8
450,"Question: For the final act, the circus brought out dancing animals wearing crowns. If each crown is made with 7 different colored feathers, how many feathers are needed for 934 crowns?
Solution: 6538 (feathers)
Steps: 7*934=6538",4.NBT.B.5,25
1884,"Question: While playing a game Edward had fifteen lives. He lost eight lives on a hard level. How many lives does he have left?
Solution: 7 (lives)
Steps: 15-8=7",1.OA.A.1,1
168,"Question: A quarter equals $0.25. How many quarters equal $2.25?
Solution: 9 (quarters)
Steps: 2.25/0.25=9",4.MD.A.2,21
729,"Question: There are 4 boys and 5 girls in a preschool daycare. How many children are there in the daycare?
Solution: 9 (children)
Steps: 4+5=9",K.OA.A.2,49
31,"Question: Mrs. Hilt has two pennies, two dimes, and two nickels. Jacob has four pennies, one nickel, and one dime. How much more?
Solution: 13 (pennies)
Steps: (2*1  (cent)+2 (dime)*10 (cent/dime) +2 (nickel)*5 (cent/nickel)) - (4*1 (cent)+1 (nickel)*5 (cent/nickel) +1  (dime)*10 (cent/dime)) = 13 (cent)",2.MD.C.8,4
31,"Question: Mrs. Hilt has two pennies, two dimes, and two nickels. Jacob has four pennies, one nickel, and one dime. How much more?
Solution: 13 (pennies)
Steps: (2*1  (cent)+2 (dime)*10 (cent/dime) +2 (nickel)*5 (cent/nickel)) - (4*1 (cent)+1 (nickel)*5 (cent/nickel) +1  (dime)*10 (cent/dime)) = 13 (cent)",3.OA.A.3,18
31,"Question: Mrs. Hilt has two pennies, two dimes, and two nickels. Jacob has four pennies, one nickel, and one dime. How much more?
Solution: 13 (pennies)
Steps: (2*1  (cent)+2 (dime)*10 (cent/dime) +2 (nickel)*5 (cent/nickel)) - (4*1 (cent)+1 (nickel)*5 (cent/nickel) +1  (dime)*10 (cent/dime)) = 13 (cent)",2.NBT.B.5,6
1403,"Question: Sum of two numbers is 52. If one of the numbers is 10 more than the other, find the numbers.
Solution: 31; 21
Steps: x:The large number; y:The small number; x+y=52; x-y=10",8.EE.C.8,47
493,"Question: Marian also baked oatmeal cookies for her classmates. If she can place 12 cookies on a tray at a time, how many trays will she need to prepare 276 oatmeal cookies at a time?
Solution: 23 (trays)
Steps: 276/12=23",4.NBT.B.6,26
1914,"Question: For Halloween Oliver got seventy-eight pounds of candy. After giving some to Janet, he had sixty-eight pounds left. How many pounds did he give to Janet?
Solution: 10 (pounds)
Steps: 78-68=10",2.OA.A.1,9
1913,"Question: A chef had forty-six apples. After making some pies he had fourteen left. How many apples did he use?
Solution: 32 (apples)
Steps: 46-14=32",2.OA.A.1,9
2148,"Question: For Halloween Frank got ten pounds of candy and Gwen got seven pounds of candy. What is the combined weight they received?
Solution: 17 (pounds)
Steps: 10+7=17",1.OA.A.1,1
1579,"Question: Sarah is making bead necklaces. She has 945 beads and is making 7 necklaces with each necklace using the same number of beads. How many beads will each necklace use?
Solution: 135 (beads)
Steps: 945/7=135",4.NBT.B.6,26
1275,"Question: A farmer had seventeen tomatoes from his garden. If he picked nine of them, what's the difference between the number of tomatoes before picking and he picked?
Solution: 8 (tomatoes)
Steps: 17-9=8",1.OA.A.1,1
1586,"Question: Debby bought 355 bottles of water when they were on sale. If she drank 5 bottles a day, how many days would they last her?
Solution: 71 (days)
Steps: 355/5=71",4.NBT.B.6,26
221,"Question: Penny's class is going to Animaland, the largest zoo on earth, for their science field trip. The zoo has a variety of wild animals in captivity. Their first destination was the aviary. The aviary has 3 species of eagles on show that day. They have 20 Bald Eagles, 15 Harpy Eagles, and 30 Crowned Eagles. How many eagles are on display that day?
Solution: 65 (eagles)
Steps: 20+15+30=65",2.OA.A.1,9
135,"Question: Maria had twenty-five pieces of gum. Tommy gave her sixteen more pieces. Luis gave her twenty more pieces. How many pieces of gum does Maria have now?
Solution: 61 (pieces of gum)
Steps: 25+16+20=61",2.OA.A.1,9
1377,"Question: There were forty-seven bales of hay in the barn and forty bales in the shed. Benny stacked more bales in the barn today. There are now eighty-two bales of hay in the barn. How many bales did he store in the barn ?
Solution: 35 (bales)
Steps: 82-47=35",2.OA.A.1,9
689,"Question: There are 2 green books, 1 blue book, and 4 orange books in a bookshelf. If 3 of them are taken out to be read, how many books are left on the bookshelf?
Solution: 4 (books)
Steps: 2+1+4-3=4",K.OA.A.2,49
1762,"Question: Tiffany was sending out birthday invitations to her friends. She sent out nine on Monday and eight on Tuesday. How many did she send total?
Solution: 17 (birthday invitations)
Steps: 9+8=17",1.OA.A.1,1
1476,"Question: A mountain cabin on 1 acre of land costs $30,000. If the land cost 4 times as much as the cabin, what was the cost of each?
Solution: 6000 (dollars); 24000 (dollars)
Steps: x:The cost of the cabin; y:The cost of the land; x+y=30000; 4x=y",6.EE.B.6,35
620,"Question: The farmer had 127 apples. He gave 88 apples to his neighbor. How many apples does he have now?
Solution: 39 (apples)
Steps: 127-88=39",2.NBT.B.7,8
210,"Question: On the actual day of Annie's birthday, almost everyone in her class came to surprise her. If Annie has 15 girl classmates, 20 boy classmates and 3 teachers in her class, how many people attended her birthday party?
Solution: 38 (people)
Steps: 15+20+3=38",2.OA.A.1,9
308,"Question: If Carl has a total of 89 stamps and Kevin has 57, how many more stamps does Carl have more than Kevin?
Solution: 32 (stamps)
Steps: 89-57=32",2.OA.A.1,9
678,"Question: Mrs. Hilt bought 15 books. She paid $11 for each book. She later sold all 15 books for $25 each. What is the difference between the total amount of money Mrs. Hilt sold the books for and the total amount of money she paid for the books?
Solution: 210 (dollars)
Steps: (15*25)-(15*11)=210",4.OA.A.3,29
1920,"Question: Mike had fifty-one books, but he sold forty-five at a garage sale. How many books does Mike still have?
Solution: 6 (books)
Steps: 51-45=6",2.OA.A.1,9
